datadate,tic,conm,cshtrd,prccd,prchd,prcld,prcod
24/12/2019,UBER,UBER TECHNOLOGIES INC,12938590,30.44,30.84,30.11,30.33
26/12/2019,UBER,UBER TECHNOLOGIES INC,22198210,30.67,30.79,30.03,30.47
27/12/2019,UBER,UBER TECHNOLOGIES INC,18461370,30.17,31.06,30.17,30.8
30/12/2019,UBER,UBER TECHNOLOGIES INC,18805270,29.74,30.2,29.35,30.13
31/12/2019,UBER,UBER TECHNOLOGIES INC,16225690,29.74,29.95,28.9,29.11
02/01/2020,UBER,UBER TECHNOLOGIES INC,20559890,30.99,31,29.79,29.94
03/01/2020,UBER,UBER TECHNOLOGIES INC,18820640,31.37,31.43,30.48,30.62
06/01/2020,UBER,UBER TECHNOLOGIES INC,21201430,31.58,32.06,31,31.01
07/01/2020,UBER,UBER TECHNOLOGIES INC,30120840,32.81,32.84,31.36,31.79
08/01/2020,UBER,UBER TECHNOLOGIES INC,43942440,33.93,34.52,32.46,32.73
09/01/2020,UBER,UBER TECHNOLOGIES INC,29380780,33.97,34.47,33.22,34.45
10/01/2020,UBER,UBER TECHNOLOGIES INC,34263670,34.01,34.99,33.835,34.08
13/01/2020,UBER,UBER TECHNOLOGIES INC,16908060,34.14,34.34,33.55,34.29
14/01/2020,UBER,UBER TECHNOLOGIES INC,26016770,34.84,35.02,33.92,34.2
15/01/2020,UBER,UBER TECHNOLOGIES INC,20740930,35.01,35.1493,34.51,34.9
16/01/2020,UBER,UBER TECHNOLOGIES INC,21951130,34.68,35.06,34.18,35.03
17/01/2020,UBER,UBER TECHNOLOGIES INC,16810630,35.13,35.25,34.65,34.97
21/01/2020,UBER,UBER TECHNOLOGIES INC,48676930,37.6,37.8,35.41,35.5
22/01/2020,UBER,UBER TECHNOLOGIES INC,29749270,37.04,37.94,36.92,37.94
23/01/2020,UBER,UBER TECHNOLOGIES INC,21349780,37.4,37.95,36.725,36.97
24/01/2020,UBER,UBER TECHNOLOGIES INC,21585440,36.8,37.665,36.25,37.5
27/01/2020,UBER,UBER TECHNOLOGIES INC,18808520,36.3,36.65,34.19,35.23
28/01/2020,UBER,UBER TECHNOLOGIES INC,28955820,37.01,37.33,36.04,37.14
29/01/2020,UBER,UBER TECHNOLOGIES INC,16861090,36.99,37.565,36.8,36.98
30/01/2020,UBER,UBER TECHNOLOGIES INC,22806180,36.68,37.1319,35.95,36.82
31/01/2020,UBER,UBER TECHNOLOGIES INC,21540110,36.29,37.04,35.69,37
03/02/2020,UBER,UBER TECHNOLOGIES INC,23499450,37.59,37.64,36.53,36.75
04/02/2020,UBER,UBER TECHNOLOGIES INC,32390720,38.53,38.99,37.26,37.87
05/02/2020,UBER,UBER TECHNOLOGIES INC,38359900,36.81,38.97,36.735,38.89
06/02/2020,UBER,UBER TECHNOLOGIES INC,51339680,37.09,37.39,36.73,37.3
07/02/2020,UBER,UBER TECHNOLOGIES INC,112212200,40.63,41,38.86,39.98
10/02/2020,UBER,UBER TECHNOLOGIES INC,60578650,40.01,41.34,39.96,40.65
11/02/2020,UBER,UBER TECHNOLOGIES INC,33807050,41.27,41.465,40.05,40.25
12/02/2020,UBER,UBER TECHNOLOGIES INC,26354160,41.25,41.86,41.065,41.5
13/02/2020,UBER,UBER TECHNOLOGIES INC,23815200,40.09,41.55,40,40.93
14/02/2020,UBER,UBER TECHNOLOGIES INC,31969210,39.66,40.31,38.7,40.02
18/02/2020,UBER,UBER TECHNOLOGIES INC,22148600,40.18,40.27,39.45,39.49
19/02/2020,UBER,UBER TECHNOLOGIES INC,23260760,41.05,41.23,40.115,40.42
20/02/2020,UBER,UBER TECHNOLOGIES INC,25420790,40.92,41.19,39.85,41
21/02/2020,UBER,UBER TECHNOLOGIES INC,20540980,40.72,40.89,40.05,40.89
24/02/2020,UBER,UBER TECHNOLOGIES INC,37046380,38.31,39.14,37.75,38.21
25/02/2020,UBER,UBER TECHNOLOGIES INC,49221520,35.89,39.15,35.5,38.9
26/02/2020,UBER,UBER TECHNOLOGIES INC,44048720,34.45,36.165,33.89,35.53
27/02/2020,UBER,UBER TECHNOLOGIES INC,66480540,32.45,34.16,30.67,32.03
28/02/2020,UBER,UBER TECHNOLOGIES INC,52029890,33.87,34.29,31,31.81
02/03/2020,UBER,UBER TECHNOLOGIES INC,46607080,32.85,34.08,31.74,34.05
03/03/2020,UBER,UBER TECHNOLOGIES INC,35149480,33.04,34.18,31.9,34.02
04/03/2020,UBER,UBER TECHNOLOGIES INC,44703410,34.53,35.34,32.28,33.93
05/03/2020,UBER,UBER TECHNOLOGIES INC,32727310,32.21,33.57,31.97,33.47
06/03/2020,UBER,UBER TECHNOLOGIES INC,34785330,31.68,32.41,30.45,31.23
09/03/2020,UBER,UBER TECHNOLOGIES INC,37208030,28.17,30.32,28.15,28.5
10/03/2020,UBER,UBER TECHNOLOGIES INC,36265400,28.97,29.86,27,29.47
11/03/2020,UBER,UBER TECHNOLOGIES INC,43001780,26.24,28.14,25.61,27.91
12/03/2020,UBER,UBER TECHNOLOGIES INC,53804020,22.61,24.69,22.11,23.26
13/03/2020,UBER,UBER TECHNOLOGIES INC,53683440,22.6,24.81,21.13,24.01
16/03/2020,UBER,UBER TECHNOLOGIES INC,56861080,20.29,21.49,19.1,20.15
17/03/2020,UBER,UBER TECHNOLOGIES INC,59924730,18.91,20.31,18.01,20.18
18/03/2020,UBER,UBER TECHNOLOGIES INC,78093830,14.82,17.8,13.71,17.76
19/03/2020,UBER,UBER TECHNOLOGIES INC,83592250,20.49,21.26,15.7,15.96
20/03/2020,UBER,UBER TECHNOLOGIES INC,76045680,21.33,23.89,20.61,22.53
23/03/2020,UBER,UBER TECHNOLOGIES INC,47703020,22.4,22.73,19.73,21.07
24/03/2020,UBER,UBER TECHNOLOGIES INC,58368020,26.39,26.84,23.59,24.41
25/03/2020,UBER,UBER TECHNOLOGIES INC,52434730,26.19,28.45,25.3104,26.18
26/03/2020,UBER,UBER TECHNOLOGIES INC,41324210,28.12,28.44,25.78,26.6
27/03/2020,UBER,UBER TECHNOLOGIES INC,40234070,27.28,28.03,25.07,25.82
30/03/2020,UBER,UBER TECHNOLOGIES INC,37710630,27.83,28.39,25.31,26.33
31/03/2020,UBER,UBER TECHNOLOGIES INC,43006930,27.92,28.25,26.92,27.75
01/04/2020,UBER,UBER TECHNOLOGIES INC,38439040,25.42,26.767,24.8101,26.5
02/04/2020,UBER,UBER TECHNOLOGIES INC,35794900,23.68,25.2,23,25.01
03/04/2020,UBER,UBER TECHNOLOGIES INC,40532030,22.82,23.79,21.67,23.73
06/04/2020,UBER,UBER TECHNOLOGIES INC,34656210,25.99,26.09,23.93,24.13
07/04/2020,UBER,UBER TECHNOLOGIES INC,36393790,25.74,28.11,25.5,27.95
08/04/2020,UBER,UBER TECHNOLOGIES INC,36124500,26.94,27.8781,25.79,26
09/04/2020,UBER,UBER TECHNOLOGIES INC,36143310,27.11,28.89,26.46,27.88
13/04/2020,UBER,UBER TECHNOLOGIES INC,24651700,27.99,28.08,26.47,27.04
14/04/2020,UBER,UBER TECHNOLOGIES INC,32586720,27.75,28.77,27.013,28
15/04/2020,UBER,UBER TECHNOLOGIES INC,18688770,27.41,27.79,26.44,26.82
16/04/2020,UBER,UBER TECHNOLOGIES INC,23477220,27.03,28.05,26.46,27.21
17/04/2020,UBER,UBER TECHNOLOGIES INC,34114060,28,28.79,27.26,28.69
20/04/2020,UBER,UBER TECHNOLOGIES INC,32188890,28.19,28.76,26.9,27.07
21/04/2020,UBER,UBER TECHNOLOGIES INC,20952920,27.19,28.15,26.6,27.5
22/04/2020,UBER,UBER TECHNOLOGIES INC,21196550,28.24,28.56,27.51,27.97
23/04/2020,UBER,UBER TECHNOLOGIES INC,26969990,28.33,29.25,28.2414,28.75
24/04/2020,UBER,UBER TECHNOLOGIES INC,20627290,29.49,29.59,28.14,28.51
27/04/2020,UBER,UBER TECHNOLOGIES INC,31686270,30.08,30.49,29.4112,29.74
28/04/2020,UBER,UBER TECHNOLOGIES INC,27358690,30.12,31.83,29.36,31
29/04/2020,UBER,UBER TECHNOLOGIES INC,28259650,31.37,32,30.33,31
30/04/2020,UBER,UBER TECHNOLOGIES INC,20048530,30.27,31.05,29.75,30.5
01/05/2020,UBER,UBER TECHNOLOGIES INC,19274260,28.39,29.72,28.325,29.13
04/05/2020,UBER,UBER TECHNOLOGIES INC,23390550,27.42,28.07,26.58,27.56
05/05/2020,UBER,UBER TECHNOLOGIES INC,30693620,28.07,28.9088,27.44,28.25
06/05/2020,UBER,UBER TECHNOLOGIES INC,30496680,27.82,28.06,26.81,27.5
07/05/2020,UBER,UBER TECHNOLOGIES INC,60871040,30.93,31.65,29.58,29.6
08/05/2020,UBER,UBER TECHNOLOGIES INC,69492780,32.79,33.3,31.64,32.59
11/05/2020,UBER,UBER TECHNOLOGIES INC,26395380,31.64,32.385,31.41,31.98
12/05/2020,UBER,UBER TECHNOLOGIES INC,89439380,32.4,34.45,30.41,31.42
13/05/2020,UBER,UBER TECHNOLOGIES INC,47230860,33.02,33.06,30.83,32.3
14/05/2020,UBER,UBER TECHNOLOGIES INC,32887660,32.79,33.0399,31.24,32.53
15/05/2020,UBER,UBER TECHNOLOGIES INC,25939330,32.47,32.89,31.59,32.26
18/05/2020,UBER,UBER TECHNOLOGIES INC,47525530,33.62,36,32.99,33.7
19/05/2020,UBER,UBER TECHNOLOGIES INC,20201540,33.4,34,32.86,33.68
20/05/2020,UBER,UBER TECHNOLOGIES INC,21365400,34.48,34.77,33.82,34.12
21/05/2020,UBER,UBER TECHNOLOGIES INC,24059590,34.26,35.01,33.47,34.45
22/05/2020,UBER,UBER TECHNOLOGIES INC,18635670,34.83,34.93,33.57,34.15
26/05/2020,UBER,UBER TECHNOLOGIES INC,23467890,34.56,36,34.5,35.97
27/05/2020,UBER,UBER TECHNOLOGIES INC,27494360,34.88,35,33.1,34.42
28/05/2020,UBER,UBER TECHNOLOGIES INC,21950540,34.15,35.1,33.82,34.9
29/05/2020,UBER,UBER TECHNOLOGIES INC,72388770,36.32,36.45,34,34.18
01/06/2020,UBER,UBER TECHNOLOGIES INC,21858320,35.82,36.39,35.16,35.64
02/06/2020,UBER,UBER TECHNOLOGIES INC,19297760,35.81,36.42,35.26,36.16
03/06/2020,UBER,UBER TECHNOLOGIES INC,23035320,36.75,37.3678,36.14,36.2
04/06/2020,UBER,UBER TECHNOLOGIES INC,17413080,36.43,37.3,36.28,36.42
05/06/2020,UBER,UBER TECHNOLOGIES INC,30373910,37.21,38.7825,36.92,37.53
08/06/2020,UBER,UBER TECHNOLOGIES INC,30076110,37.08,37.9,36.09,37.87
09/06/2020,UBER,UBER TECHNOLOGIES INC,15097660,36.59,37.33,36.25,36.7
10/06/2020,UBER,UBER TECHNOLOGIES INC,43336280,34.83,36.8,34.265,36.69
11/06/2020,UBER,UBER TECHNOLOGIES INC,45235150,31.1,33.245,30.8904,32.63
12/06/2020,UBER,UBER TECHNOLOGIES INC,27672670,32.24,32.74,31.04,32.73
15/06/2020,UBER,UBER TECHNOLOGIES INC,21270610,32.67,32.68,31.0201,31.16
16/06/2020,UBER,UBER TECHNOLOGIES INC,21347030,33.49,34.17,32.43,34
17/06/2020,UBER,UBER TECHNOLOGIES INC,14817360,33.29,33.595,33.011,33.5
18/06/2020,UBER,UBER TECHNOLOGIES INC,15482350,33.4,33.44,32.8,33
19/06/2020,UBER,UBER TECHNOLOGIES INC,29381350,32.3,34.02,32.27,33.98
22/06/2020,UBER,UBER TECHNOLOGIES INC,17772930,32.68,32.85,31.43,32.43
23/06/2020,UBER,UBER TECHNOLOGIES INC,13607150,33.05,33.21,32.5901,32.88
24/06/2020,UBER,UBER TECHNOLOGIES INC,29430700,30.46,32.93,30.455,32.75
25/06/2020,UBER,UBER TECHNOLOGIES INC,19123590,30.58,30.855,29.56,30
26/06/2020,UBER,UBER TECHNOLOGIES INC,46462160,29.61,30.44,29.2099,30.44
29/06/2020,UBER,UBER TECHNOLOGIES INC,20776950,29.63,29.75,28.39,29.51
30/06/2020,UBER,UBER TECHNOLOGIES INC,21264050,31.08,31.25,30.13,30.83
01/07/2020,UBER,UBER TECHNOLOGIES INC,13602880,30.43,31.265,30.1622,30.96
02/07/2020,UBER,UBER TECHNOLOGIES INC,14965930,30.68,31.57,30.51,31.02
06/07/2020,UBER,UBER TECHNOLOGIES INC,42336680,32.52,33.2,31.76,33.1
07/07/2020,UBER,UBER TECHNOLOGIES INC,34825650,32.82,33.5598,32.39,32.46
08/07/2020,UBER,UBER TECHNOLOGIES INC,24576980,33.93,33.97,32.68,33.21
09/07/2020,UBER,UBER TECHNOLOGIES INC,25047510,33.15,34.46,32.2599,34.24
10/07/2020,UBER,UBER TECHNOLOGIES INC,13572160,33.14,33.55,32.65,33.14
13/07/2020,UBER,UBER TECHNOLOGIES INC,19578920,31.72,33.6,31.66,33.21
14/07/2020,UBER,UBER TECHNOLOGIES INC,21633470,30.93,31.38,30.48,31.35
15/07/2020,UBER,UBER TECHNOLOGIES INC,20917470,32.81,32.97,31.68,32.1
16/07/2020,UBER,UBER TECHNOLOGIES INC,11085600,32.35,32.59,31.55,32.05
17/07/2020,UBER,UBER TECHNOLOGIES INC,13655700,32.55,32.8162,31.85,32.58
20/07/2020,UBER,UBER TECHNOLOGIES INC,16188330,33.66,33.925,32.35,32.48
21/07/2020,UBER,UBER TECHNOLOGIES INC,16720370,32.55,34.23,32.53,34.16
22/07/2020,UBER,UBER TECHNOLOGIES INC,12120840,32.66,32.88,32.33,32.44
23/07/2020,UBER,UBER TECHNOLOGIES INC,12737670,32.17,33.02,31.983,32.33
24/07/2020,UBER,UBER TECHNOLOGIES INC,16884230,31.18,31.8,30.47,31.74
27/07/2020,UBER,UBER TECHNOLOGIES INC,10172290,30.99,31.6,30.75,31.21
28/07/2020,UBER,UBER TECHNOLOGIES INC,12971350,30.81,31.24,30.35,30.79
29/07/2020,UBER,UBER TECHNOLOGIES INC,8212098,31.02,31.26,30.77,30.92
30/07/2020,UBER,UBER TECHNOLOGIES INC,13037370,30.24,30.68,29.97,30.65
31/07/2020,UBER,UBER TECHNOLOGIES INC,16327350,30.26,30.42,29.785,30.4
03/08/2020,UBER,UBER TECHNOLOGIES INC,17077760,31.19,31.295,30.06,30.24
04/08/2020,UBER,UBER TECHNOLOGIES INC,21912190,32.68,32.845,31.17,31.17
05/08/2020,UBER,UBER TECHNOLOGIES INC,17102310,33.2,33.32,32.5,33.1
06/08/2020,UBER,UBER TECHNOLOGIES INC,38063170,34.71,34.795,33.21,33.27
07/08/2020,UBER,UBER TECHNOLOGIES INC,39042690,32.9,33.7,32.45,33.09
10/08/2020,UBER,UBER TECHNOLOGIES INC,21219360,32.27,33.18,31.51,33.04
11/08/2020,UBER,UBER TECHNOLOGIES INC,31492400,31.21,32.21,30.65,31.66
12/08/2020,UBER,UBER TECHNOLOGIES INC,23369990,30.84,32.22,30.69,31.46
13/08/2020,UBER,UBER TECHNOLOGIES INC,21943890,30.46,31.33,30.32,30.52
14/08/2020,UBER,UBER TECHNOLOGIES INC,17612460,29.99,30.49,29.815,30.4
17/08/2020,UBER,UBER TECHNOLOGIES INC,18528140,29.48,30.12,29.14,30.05
18/08/2020,UBER,UBER TECHNOLOGIES INC,29389010,30.08,30.46,29.41,29.5
19/08/2020,UBER,UBER TECHNOLOGIES INC,14032360,29.42,30.349,29.39,30.15
20/08/2020,UBER,UBER TECHNOLOGIES INC,56594230,31.41,31.7,28.48,29.13
21/08/2020,UBER,UBER TECHNOLOGIES INC,20209610,30.83,31.82,30.7144,31.39
24/08/2020,UBER,UBER TECHNOLOGIES INC,17402920,31.04,31.3,30.37,30.97
25/08/2020,UBER,UBER TECHNOLOGIES INC,10047500,31.19,31.19,30.6,31.04
26/08/2020,UBER,UBER TECHNOLOGIES INC,20574540,32.3,32.71,30.95,31.01
27/08/2020,UBER,UBER TECHNOLOGIES INC,21299660,32.8,33.07,32.27,32.4
28/08/2020,UBER,UBER TECHNOLOGIES INC,17822540,33.8,33.94,32.82,33
31/08/2020,UBER,UBER TECHNOLOGIES INC,14960720,33.63,33.92,33.1401,33.62
01/09/2020,UBER,UBER TECHNOLOGIES INC,16012520,34.3,34.51,33.145,33.45
02/09/2020,UBER,UBER TECHNOLOGIES INC,16537450,34.37,34.505,33.29,34.21
03/09/2020,UBER,UBER TECHNOLOGIES INC,17259700,33.41,34.74,32.95,34.08
04/09/2020,UBER,UBER TECHNOLOGIES INC,17216800,33.24,33.65,31.55,33.33
08/09/2020,UBER,UBER TECHNOLOGIES INC,33621000,34.32,35.1,32.16,32.36
09/09/2020,UBER,UBER TECHNOLOGIES INC,22789300,35.01,35.5,34.11,34.11
10/09/2020,UBER,UBER TECHNOLOGIES INC,35448290,35.98,36.78,35.19,35.2
11/09/2020,UBER,UBER TECHNOLOGIES INC,27120370,36.98,37.145,36.254,36.3
14/09/2020,UBER,UBER TECHNOLOGIES INC,27989390,37.95,38,37.08,37.1
15/09/2020,UBER,UBER TECHNOLOGIES INC,23523360,37.47,38.48,37.27,37.95
16/09/2020,UBER,UBER TECHNOLOGIES INC,21794180,37.66,38.52,37.39,37.39
17/09/2020,UBER,UBER TECHNOLOGIES INC,23527270,37.06,37.445,36.14,36.68
18/09/2020,UBER,UBER TECHNOLOGIES INC,68425290,37.12,37.565,36.39,37.15
21/09/2020,UBER,UBER TECHNOLOGIES INC,19092910,36.49,36.58,35.12,35.86
22/09/2020,UBER,UBER TECHNOLOGIES INC,28200880,34.4,36.55,34.1,36.53
23/09/2020,UBER,UBER TECHNOLOGIES INC,15789570,33.55,34.805,33.4,34.45
24/09/2020,UBER,UBER TECHNOLOGIES INC,16386100,33.35,34,32.89,33.66
25/09/2020,UBER,UBER TECHNOLOGIES INC,10732490,34.46,34.5,33.2,33.2
28/09/2020,UBER,UBER TECHNOLOGIES INC,22859970,35.56,36.625,35.26,35.8
29/09/2020,UBER,UBER TECHNOLOGIES INC,16487020,35.43,35.65,34.595,35.56
30/09/2020,UBER,UBER TECHNOLOGIES INC,21357260,36.48,36.5,35.28,35.28
01/10/2020,UBER,UBER TECHNOLOGIES INC,19162820,37.14,37.8282,36.58,36.86
02/10/2020,UBER,UBER TECHNOLOGIES INC,20106240,37.72,37.99,35.94,36
05/10/2020,UBER,UBER TECHNOLOGIES INC,13086260,37.14,38,36.88,37.7
06/10/2020,UBER,UBER TECHNOLOGIES INC,13066960,36.26,37.37,36.04,37.17
07/10/2020,UBER,UBER TECHNOLOGIES INC,13776050,36.78,37.11,36.365,36.59
08/10/2020,UBER,UBER TECHNOLOGIES INC,12201740,37.34,37.83,36.96,37
09/10/2020,UBER,UBER TECHNOLOGIES INC,13166050,37.27,38.35,37.19,37.91
12/10/2020,UBER,UBER TECHNOLOGIES INC,16560270,36.26,37.56,36.175,37.56
13/10/2020,UBER,UBER TECHNOLOGIES INC,15457240,35.56,36.23,35.02,36.22
14/10/2020,UBER,UBER TECHNOLOGIES INC,15396450,35.11,36.09,35.075,35.69
15/10/2020,UBER,UBER TECHNOLOGIES INC,15442930,34.26,34.81,34.02,34.68
16/10/2020,UBER,UBER TECHNOLOGIES INC,14898640,33.72,34.8,33.61,34.78
19/10/2020,UBER,UBER TECHNOLOGIES INC,19274820,34.22,34.59,34,34.16
20/10/2020,UBER,UBER TECHNOLOGIES INC,29804120,36.31,36.76,34.53,34.53
21/10/2020,UBER,UBER TECHNOLOGIES INC,19049250,35.2,36.25,34.8751,36.25
22/10/2020,UBER,UBER TECHNOLOGIES INC,14225560,36.7,36.89,34.9146,35.42
23/10/2020,UBER,UBER TECHNOLOGIES INC,15958520,36.75,36.99,35.9238,36.5
26/10/2020,UBER,UBER TECHNOLOGIES INC,12510430,35.49,36.74,35.12,36.5
27/10/2020,UBER,UBER TECHNOLOGIES INC,13413190,34.16,35.7,34.02,35.51
28/10/2020,UBER,UBER TECHNOLOGIES INC,15780060,33.65,33.66,32.9,33.62
29/10/2020,UBER,UBER TECHNOLOGIES INC,13625660,34.06,34.935,33.33,33.71
30/10/2020,UBER,UBER TECHNOLOGIES INC,13505680,33.41,34.3903,33.155,33.91
02/11/2020,UBER,UBER TECHNOLOGIES INC,18326560,34.81,35.05,34.06,34.15
03/11/2020,UBER,UBER TECHNOLOGIES INC,16179970,35.77,36.15,35.15,35.27
04/11/2020,UBER,UBER TECHNOLOGIES INC,101764900,40.99,42.15,39,40.66
05/11/2020,UBER,UBER TECHNOLOGIES INC,33980560,41.96,42.05,40.01,40.33
06/11/2020,UBER,UBER TECHNOLOGIES INC,57656060,44.87,45.38,41.62,42.09
09/11/2020,UBER,UBER TECHNOLOGIES INC,61592160,48.18,49.62,47.3,48.01
10/11/2020,UBER,UBER TECHNOLOGIES INC,33034820,47,49.36,46.045,46.74
11/11/2020,UBER,UBER TECHNOLOGIES INC,19203120,46.23,47.52,45.91,46.72
12/11/2020,UBER,UBER TECHNOLOGIES INC,16251410,46.4,47.47,45.05,45.39
13/11/2020,UBER,UBER TECHNOLOGIES INC,15550200,47.61,47.79,45.93,47.11
16/11/2020,UBER,UBER TECHNOLOGIES INC,29279120,49.21,50.09,48.48,48.74
17/11/2020,UBER,UBER TECHNOLOGIES INC,16630520,48.89,49.62,48.5,48.72
18/11/2020,UBER,UBER TECHNOLOGIES INC,17765260,49.11,49.95,48.33,48.77
19/11/2020,UBER,UBER TECHNOLOGIES INC,13455570,49.26,49.91,48.65,49.1
20/11/2020,UBER,UBER TECHNOLOGIES INC,17306930,48.43,50.75,48.27,49.98
23/11/2020,UBER,UBER TECHNOLOGIES INC,17130800,50.04,50.88,48.51,48.66
24/11/2020,UBER,UBER TECHNOLOGIES INC,16201480,51.26,52.15,50.4838,50.62
25/11/2020,UBER,UBER TECHNOLOGIES INC,11634350,50.8,51.45,49.92,51.27
27/11/2020,UBER,UBER TECHNOLOGIES INC,8339157,50.72,51.19,50.2,50.93
30/11/2020,UBER,UBER TECHNOLOGIES INC,17218480,49.66,51.005,48.53,50.22
01/12/2020,UBER,UBER TECHNOLOGIES INC,20603860,49.63,51.41,49.07,50
02/12/2020,UBER,UBER TECHNOLOGIES INC,30352510,53.09,53.45,48.53,49.26
03/12/2020,UBER,UBER TECHNOLOGIES INC,13110180,52.52,53.49,52.12,53.3
04/12/2020,UBER,UBER TECHNOLOGIES INC,22176070,54.86,54.86,52.71,52.71
07/12/2020,UBER,UBER TECHNOLOGIES INC,13709180,53.8,54.87,53.65,54.59
08/12/2020,UBER,UBER TECHNOLOGIES INC,25873770,53.01,54.22,52.35,52.4
09/12/2020,UBER,UBER TECHNOLOGIES INC,46701720,53.79,56.02,53.06,53.98
10/12/2020,UBER,UBER TECHNOLOGIES INC,20175710,54.35,54.62,51.3,52.33
11/12/2020,UBER,UBER TECHNOLOGIES INC,16808550,52.63,55.025,52.33,54.47
14/12/2020,UBER,UBER TECHNOLOGIES INC,19023400,51.46,53.44,51.24,53.27
15/12/2020,UBER,UBER TECHNOLOGIES INC,17475940,51,52.825,50.87,52.12
16/12/2020,UBER,UBER TECHNOLOGIES INC,19570200,50.49,51.68,50.29,51.18
17/12/2020,UBER,UBER TECHNOLOGIES INC,19679470,50.63,51.3,50.17,50.59
18/12/2020,UBER,UBER TECHNOLOGIES INC,24337750,50.62,50.95,49.52,50.81
21/12/2020,UBER,UBER TECHNOLOGIES INC,23538420,51.8,52.35,48.79,49
22/12/2020,UBER,UBER TECHNOLOGIES INC,23868510,53.78,54.36,51.92,52.11
23/12/2020,UBER,UBER TECHNOLOGIES INC,12666790,53.71,54.09,52.99,53.8
24/12/2020,UBER,UBER TECHNOLOGIES INC,6316761,52.88,53.625,52.29,53.6
28/12/2020,UBER,UBER TECHNOLOGIES INC,12053270,51.97,53.13,51.56,53.02
29/12/2020,UBER,UBER TECHNOLOGIES INC,10134530,52.27,52.99,51.47,52.33
30/12/2020,UBER,UBER TECHNOLOGIES INC,9511688,53.15,53.85,52.22,52.72
31/12/2020,UBER,UBER TECHNOLOGIES INC,13266900,51,53.28,51,53.28
04/01/2021,UBER,UBER TECHNOLOGIES INC,17275080,51.14,52.32,49.635,52.22
05/01/2021,UBER,UBER TECHNOLOGIES INC,21379500,54.01,54.19,50.76,51
06/01/2021,UBER,UBER TECHNOLOGIES INC,17728370,52.48,54.07,52,53.31
07/01/2021,UBER,UBER TECHNOLOGIES INC,23435300,56.13,56.25,53.2,53.37
08/01/2021,UBER,UBER TECHNOLOGIES INC,37967300,53.28,54.79,52.58,54.395
11/01/2021,UBER,UBER TECHNOLOGIES INC,23191820,54.59,55,52.99,53.11
12/01/2021,UBER,UBER TECHNOLOGIES INC,52111840,58.54,59.39,55,55.5
13/01/2021,UBER,UBER TECHNOLOGIES INC,24166330,59.4,59.88,57.53,58.54
14/01/2021,UBER,UBER TECHNOLOGIES INC,26528360,56.91,60.03,56.7,60
15/01/2021,UBER,UBER TECHNOLOGIES INC,23697710,55.52,57.9,55,57.49
19/01/2021,UBER,UBER TECHNOLOGIES INC,16938680,56.3,56.8424,55,56.39
20/01/2021,UBER,UBER TECHNOLOGIES INC,16897400,56.38,57.98,55.47,57
21/01/2021,UBER,UBER TECHNOLOGIES INC,13403050,55.79,57,55.3136,56.57
22/01/2021,UBER,UBER TECHNOLOGIES INC,19558990,54.31,55.47,54.01,55.25
25/01/2021,UBER,UBER TECHNOLOGIES INC,40874640,54.29,54.52,49.65,54.5
26/01/2021,UBER,UBER TECHNOLOGIES INC,25626800,51.92,55.52,51.53,54.62
27/01/2021,UBER,UBER TECHNOLOGIES INC,33211710,48.11,50.86,47.15,49.97
28/01/2021,UBER,UBER TECHNOLOGIES INC,28091220,51.58,52.52,49.88,50.12
29/01/2021,UBER,UBER TECHNOLOGIES INC,18679040,50.93,51.4899,49.635,50.63
01/02/2021,UBER,UBER TECHNOLOGIES INC,15541360,52.76,52.9,51.35,52.12
02/02/2021,UBER,UBER TECHNOLOGIES INC,30230620,56.46,58.03,54.89,55.11
03/02/2021,UBER,UBER TECHNOLOGIES INC,13509150,57.12,58.13,56.74,57.87
04/02/2021,UBER,UBER TECHNOLOGIES INC,13796420,57.85,57.85,56.11,56.45
05/02/2021,UBER,UBER TECHNOLOGIES INC,15694680,58.58,58.7075,57.37,58.16
08/02/2021,UBER,UBER TECHNOLOGIES INC,18396500,59.29,60.11,58.69,59.7
09/02/2021,UBER,UBER TECHNOLOGIES INC,23284500,59.61,61.06,58.62,58.91
10/02/2021,UBER,UBER TECHNOLOGIES INC,36398610,63.18,63.5,60.8,62
11/02/2021,UBER,UBER TECHNOLOGIES INC,41327370,60.71,64.05,60.395,63.25
12/02/2021,UBER,UBER TECHNOLOGIES INC,14596360,60.63,60.93,59.315,60.12
16/02/2021,UBER,UBER TECHNOLOGIES INC,15396410,60.52,61.31,59.84,61.02
17/02/2021,UBER,UBER TECHNOLOGIES INC,12662090,60.81,60.95,58.95,60.33
18/02/2021,UBER,UBER TECHNOLOGIES INC,15103300,59,60.29,58.23,60
19/02/2021,UBER,UBER TECHNOLOGIES INC,28086370,58.39,60.4572,58.113,58.36
22/02/2021,UBER,UBER TECHNOLOGIES INC,25533820,55.31,58.1,54.8157,57.76
23/02/2021,UBER,UBER TECHNOLOGIES INC,23937090,56,56.37,51.89,53.5
24/02/2021,UBER,UBER TECHNOLOGIES INC,24599560,53.91,55.15,53.66,54.95
25/02/2021,UBER,UBER TECHNOLOGIES INC,27001610,51.45,54.6,50.86,54.58
26/02/2021,UBER,UBER TECHNOLOGIES INC,16332010,51.75,52.75,50.61,52.07
01/03/2021,UBER,UBER TECHNOLOGIES INC,18414930,54.4,54.76,53.3,53.67
02/03/2021,UBER,UBER TECHNOLOGIES INC,15155720,54.65,55.62,54.1894,55.54
